軸	[名詞]	棒
軸	[接頭辞]	中核的な、中心的な
軸	[接尾辞]	～の中心、～の中核
軸	[略号]	<span class="inline-linzklar">筆兵集</span>【筆兵集】（アイル共和国総務省）
軸人	[名詞]	中心人物、（カードゲームの）親
軸言	[名詞]	第一言語、母語
軸律	[名詞]	憲法
軸筆	[名詞]	ペン
軸道	[名詞]	専門
軸付	[名詞]	（計算機）インストラクションポインタ、実行中の命令のアドレスを示すレジスタ
軸山	[名詞]	ラツォ（アイル共和国の中央に位置する山）
軸声	[名詞]	音節の主母音
軸之字集	[名詞]	（文の成分としての）動詞
国軸	[名詞]	首都、国の中心地
言軸	[名詞]	話題
銭軸	[名詞]	会社
手軸	[名詞]	指
値軸	[名詞]	（セッカイクの）点棒
心軸	[名詞]	心臓
裁軸	[名詞]	意思決定機関、（計算機の）CPU
裁軸	国論集此冠国之上端裁軸	国会はアイル共和国の最高意思決定機関である。
獣軸	[名詞]	（セッカイクの）<span class="inline-linzklar">王</span>【王】
島軸言	[名詞]	島の公用語
骨軸倉字	[名詞]	丸ゴシック調のフォント
冠軸官行	[名詞]	アイル民族中心主義的政策
下筆軸	[名詞]	二等事務員（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 2 番目に低い階級）
上筆軸	[名詞]	上等事務員（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 4 番目に低い階級）
下翰軸	[名詞]	二等事務監（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 7 番目に低い階級）
上翰軸	[名詞]	上等事務監（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 9 番目に低い階級）
下兵軸	[名詞]	二等実働員（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 2 番目に低い階級）
上兵軸	[名詞]	上等実働員（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 4 番目に低い階級）
下将軸	[名詞]	二等実働監（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 7 番目に低い階級）
上将軸	[名詞]	上等実働監（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 9 番目に低い階級）
