軸	[名词]	棍子，棒子
軸	[前缀]	<span style="color:magenta">中核的な、中心的な
軸	[后缀]	<span style="color:magenta">～の中心、～の中核
軸	[符号]	<span style="color:magenta"><span class="inline-linzklar">筆兵集</span>【筆兵集】（アイル共和国総務省）
軸人	[名词]	<span style="color:magenta">中心人物、（カードゲームの）親
軸言	[名词]	第一语言，母语
軸律	[名词]	宪法
軸筆	[名词]	钢笔
軸道	[名词]	<span style="color:magenta">専門
軸付	[名词]	（计算机）指令指针寄存器
軸山	[名词]	<span style="color:magenta">ラツォ（アイル共和国の中央に位置する山）
軸声	[名词]	音节核
軸之字集	[名词]	<span style="color:magenta">（文の成分としての）動詞
国軸	[名词]	<span style="color:magenta">首都、国の中心地
言軸	[名词]	话锋，话题
銭軸	[名词]	公司
手軸	[名词]	手指
値軸	[名词]	<span style="color:magenta">（セッカイクの）点棒
心軸	[名词]	心脏
裁軸	[名词]	<span style="color:magenta">意思決定機関、（計算機の）CPU
裁軸	国論集此冠国之上端裁軸	<span style="color:magenta">国会はアイル共和国の最高意思決定機関である。
獣軸	[名词]	<span style="color:magenta">（セッカイクの）<span class="inline-linzklar">王</span>【王】
島軸言	[名词]	<span style="color:magenta">島の公用語
骨軸倉字	[名词]	圆体字型
冠軸官行	[名词]	<span style="color:magenta">アイル民族中心主義的政策
下筆軸	[名词]	<span style="color:magenta">二等事務員（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 2 番目に低い階級）
上筆軸	[名词]	<span style="color:magenta">上等事務員（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 4 番目に低い階級）
下翰軸	[名词]	<span style="color:magenta">二等事務監（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 7 番目に低い階級）
上翰軸	[名词]	<span style="color:magenta">上等事務監（アイル共和国の省庁の<span class="inline-linzklar">筆</span>【筆】において 9 番目に低い階級）
下兵軸	[名词]	<span style="color:magenta">二等実働員（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 2 番目に低い階級）
上兵軸	[名词]	<span style="color:magenta">上等実働員（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 4 番目に低い階級）
下将軸	[名词]	<span style="color:magenta">二等実働監（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 7 番目に低い階級）
上将軸	[名词]	<span style="color:magenta">上等実働監（アイル共和国の省庁の<span class="inline-linzklar">兵</span>【兵】において 9 番目に低い階級）
皇	[名词]	<span style="color:magenta">タム神（神を統率する神）、（セッカイクの）皇	
皇	[名词]	<span style="color:magenta">タム（人名）	
皇	[前缀]	<span style="color:magenta">タカン（言語・民族名）	
皇	[符号]	<span style="color:magenta">タカン（言語・民族名）	
皇光	[名词]	<span style="color:magenta">天恵、タム神の恩恵、タカメク
皇処	[名词]	<span style="color:magenta">タムホエ、タンケ（セッカイク用語）
皇処之将	[名词]	<span style="color:magenta">他人のために自分を犠牲にする人、良い上司
皇水	[名词]	<span style="color:magenta">タンナ（地名およびセッカイク用語）
皇下	[名词]	<span style="color:magenta">タヌト（都市名）
皇山	[名词]	<span style="color:magenta">（セッカイクの）中央の緑マス
皇色	[名词]	深绿色
皇草	[名词]	<span style="color:magenta">タムコト（麻薬の一種）
皇言	[名词]	<span style="color:magenta">タカン語
皇石	[名词]	翡翠（玉石）
皇力	[名词]	<span style="color:magenta">皇効（宗教的概念およびセッカイク用語）
皇論	[名词]	<span style="color:magenta">タムツイ（宗教名）
皇論		<span style="color:magenta">タムを最高神とするアニミズム的宗教。
皇論之書	[名词]	<span style="color:magenta">タムツイの書
皇論之書		<span style="color:magenta">タムツイにおいて重要な教典。
皇来	[名词]	<span style="color:magenta">タザク、タサク（人名）
皇再来	[名词]	<span style="color:magenta">（セッカイクの減点役）タムの千日手
皇集	[名词]	<span style="color:magenta">アタラム郡（アイル共和国の郡名）
皇島	[名词]	<span style="color:magenta">アタラン島（アイル共和国を構成する島の一つ）
皇月島	[名词]	<span style="color:magenta">タムシエルミワ島（ヴェフィス共和国を構成する島の一つ）
撃皇	[动词]	<span style="color:magenta">（セッカイクで）タムを踏み越える
撃皇	[名词]	<span style="color:magenta">（セッカイクの減点役）タムの踏み越え
硬皇力	[名词]	<span style="color:magenta">強い皇効（セッカイクのルール変種のひとつ）
南	[名词]	<span style="color:magenta">南、暖かい方向、日が最も高くにあるときの方向
南		<span style="color:magenta">向こうの世界において、「暖かい方向」と「日が昇るところの方向」の相対的な位置関係は、日本などの地球の北半球とは逆である。この辞書で採用している漢字転写では、「暖かい方向」を表す <span class="inline-linzklar">南</span> を【南】、「日が昇るところの方向」を表す <span class="inline-linzklar">東</span> を【東】と表記している。
四	[区别词]	4
四	[名词]	4
四	[符号]	<span style="color:magenta">（音楽）基準音の7半音上の音、（移動ドで）ソの音
四之衣	[名词]	<span style="color:magenta">アパータ、アープアターク、アーパターク
四之衣		<span style="color:magenta">ラネーメやヴェフィスの伝統的な衣服の一つ。袖があり、四枚の布を繋いで作られる。素材は綿や麻が多い。
耳	[动词]	听
耳識	[动词]	<span style="color:magenta">注意を傾けて聞く
耳識	[静态动词]	<span style="color:magenta">聞いて分かる
耳識	[節要求動詞]	<span style="color:magenta">～と伝え聞く
来	[动词]	<span style="color:magenta">来る、～へやってくる
来	[静态动词]	<span style="color:magenta">～出身である
来	[后缀]	<span style="color:magenta">〔動詞の後ろについて〕（主語）の元へと
心来	[动词]	<span style="color:magenta">感じる
急来	[动词]	<span style="color:magenta">走ってやってくる
識来	[动词]	<span style="color:magenta">理解する
再来	[动词]	<span style="color:magenta">～（場所）へと戻る
与来	[动词]	<span style="color:magenta">持ってくる
引来	[动词]	<span style="color:magenta">引き寄せる
集来	[动词]	<span style="color:magenta">集める
手来	[动词]	<span style="color:magenta">手に取る
皇来	[名词]	<span style="color:magenta">タザク、タサク（人名）
心来如	[節要求動詞]	<span style="color:magenta">まるで～したかと思った
心来如	我心来如我壊終	<span style="color:magenta">わたし、死んだかと思った。
皇再来	[名词]	<span style="color:magenta">（セッカイクの減点役）タムの千日手
再識来	[动词]	<span style="color:magenta">思い起こす、思い出す
新星善来	[感叹词]	新年快乐
新星善来	[感叹词]	生日快乐
端	[名词]	<span style="color:magenta">端、へり
端	[名词]	<span style="color:magenta">タウポ（都市名）
端心	[名词]	<span style="color:magenta">極端な理想、絵空事
端心		<span style="color:magenta">極端であるがゆえに視野が狭まっていることを含意する。
端集	[名词]	<span style="color:magenta">タウポ郡（アイル共和国の郡名）
口端	[名词]	嘴唇
川端	[名词]	河边
国端	[名词]	国境
上端	[名词]	<span style="color:magenta">上端、最上部
筆端	[名词]	写入目标、左侧值
目端	[名词]	读取源、右侧值
件	[名词]	<span style="color:magenta">ことがら
件即	[句连词]	<span style="color:magenta">さて、ところで
為件	[动词＋宾语]	<span style="color:magenta">物事を行う、物事をする
労件	[名词]	<span style="color:magenta">労働、仕事
識件	[名词]	<span style="color:magenta">アイデア、考え
真件	[名词]	<span style="color:magenta">情報、知らせ
口件之囲	[名词]	<span style="color:magenta">ダイニングルーム、食事室
木	[名词]	木头，木料，木材；树，树木
木処	[名词]	森林
木墨	[名词]	木炭
木平	[名词]	木板
木手	[名词]	树枝
木足	[名词]	树根
木草手	[名词]	树叶
木紙遊術	[名词]	桌面游戏，桌游，版图游戏，纸上游戏，棋盘游戏
木獣	[名词]	兔子
小木	[名词]	灌木
草木	[名词]	草木，植物
立木	[动词＋宾语]	植树，种树
立木	我等立終百木	我们种了100棵树。
